texto,tipo,sentimiento_general,estrellas,aspecto_comida,aspecto_servicio,aspecto_limpieza,aspecto_precio
"En el Café Illimani, la atención del staff fue muy atento. Por otro lado, la comida estuvo sin nada especial.",restaurante,positivo,4,neutral,positivo,no_mencionado,no_mencionado
"En el Restaurante Los Yungas, los precios son no vale lo que cuesta. En cuanto al resto, la comida es de primera calidad.",restaurante,neutral,3,positivo,no_mencionado,no_mencionado,negativo
"En el Restaurante Rincón Cochabambino, los precios son no vale lo que cuesta. En cuanto al resto, el aseo general fue descuidada.",restaurante,negativo,1,no_mencionado,no_mencionado,negativo,negativo
"En el Hotel Andino, nos atendieron de forma muy atento. Asimismo, el aseo general fue deficiente. Además, los platillos fueron poco fresca.",hotel,negativo,2,negativo,positivo,negativo,no_mencionado
"En el Hostal Sol Naciente, los precios son razonable dentro del mercado. En cuanto al resto, la atención del staff fue aceptable. Asimismo, la comida es aceptable.",hotel,neutral,3,neutral,neutral,no_mencionado,neutral
"En el Restaurante Los Yungas, los platillos fueron fría cuando debía estar caliente. Además, la relación precio-calidad es excesivo.",restaurante,negativo,1,negativo,no_mencionado,no_mencionado,negativo
"En el Hotel Mirador del Valle, los platillos fueron insípida. Asimismo, el personal fue estándar.",hotel,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Hotel Andino, el desayuno fue increíble. Por otro lado, las habitaciones estaban descuidada.",hotel,neutral,3,positivo,no_mencionado,negativo,no_mencionado
"En el Café Illimani, todo se veía normal. En cuanto al resto, el personal fue rápido y amable. En cuanto al resto, las tarifas resultaron justo. En cuanto al resto, la comida es deliciosa.",restaurante,positivo,4,positivo,positivo,neutral,positivo
"En el Hostal Sol Naciente, la comida estuvo deliciosa. También, nos atendieron de forma lento.",hotel,neutral,3,positivo,negativo,no_mencionado,no_mencionado
"En el Hotel Andino, todo se veía impecable. Por otro lado, el desayuno fue correcta. En cuanto al resto, el costo nos pareció sobrevalorado. Además, nos atendieron de forma estándar.",hotel,neutral,3,neutral,neutral,positivo,negativo
"En el Hotel Plaza Mayor, los precios son justo. Asimismo, el servicio fue correcto.",hotel,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En el Hotel Los Pinos, la comida estuvo de primera calidad. Además, el servicio fue aceptable. También, los precios son más alto de lo que justifica la experiencia.",hotel,neutral,3,positivo,neutral,no_mencionado,negativo
"En el Hotel Illimani, los platillos fueron muy grasosa. Asimismo, el personal fue estándar. Asimismo, todo se veía impecable. Por otro lado, las tarifas resultaron justo.",hotel,neutral,4,negativo,neutral,positivo,positivo
"En el Hotel Los Pinos, los precios son una excelente relación precio-calidad. Por otro lado, las habitaciones estaban reluciente. En cuanto al resto, el servicio fue pésimo. Por otro lado, el desayuno fue muy sabrosa.",hotel,positivo,4,positivo,negativo,positivo,positivo
"En el Hotel Illimani, las habitaciones estaban con mal olor. Asimismo, los precios son no vale lo que cuesta. Por otro lado, la atención del staff fue descortés. Por otro lado, la comida estuvo aceptable.",hotel,negativo,2,neutral,negativo,negativo,negativo
"En la Parrilla del Valle, el servicio fue deficiente. También, las habitaciones estaban con mal olor.",restaurante,negativo,1,no_mencionado,negativo,negativo,no_mencionado
"En el Hotel Andino, la atención del staff fue descortés. También, la relación precio-calidad es razonable. Además, la comida estuvo de mala calidad. En cuanto al resto, el aseo general fue impecable.",hotel,neutral,3,negativo,negativo,positivo,positivo
"En el Hotel Los Pinos, los platillos fueron insípida. Además, los precios son muy accesible. Además, todo se veía descuidada. Además, nos atendieron de forma muy atento.",hotel,neutral,3,negativo,positivo,negativo,positivo
"En el Hostal Sol Naciente, nos atendieron de forma lento. También, los platillos fueron de mala calidad.",hotel,negativo,1,negativo,negativo,no_mencionado,no_mencionado
"En el Hotel Plaza Mayor, la atención del staff fue pésimo. Además, el aseo general fue adecuada.",hotel,negativo,2,no_mencionado,negativo,neutral,no_mencionado
"En el Hotel Los Pinos, las tarifas resultaron promedio. En cuanto al resto, el aseo general fue impoluto.",hotel,positivo,4,no_mencionado,no_mencionado,positivo,neutral
"En la Cantina Altiplano, nos atendieron de forma indiferente. También, la relación precio-calidad es económico para lo que ofrece. También, la comida es fría cuando debía estar caliente. Asimismo, las habitaciones estaban con mal olor.",restaurante,negativo,2,negativo,negativo,negativo,positivo
"En el Hostal Kantuta, la relación precio-calidad es no vale lo que cuesta. También, la atención del staff fue indiferente. Además, el desayuno fue de mala calidad. Además, todo se veía cuidada hasta el último detalle.",hotel,negativo,2,negativo,negativo,positivo,negativo
"En el Hotel Mirador del Valle, el desayuno fue decepcionante. Por otro lado, la limpieza del lugar es normal. Asimismo, la relación precio-calidad es promedio. Además, la atención del staff fue excelente.",hotel,neutral,3,negativo,positivo,neutral,neutral
"En el Hotel Plaza Mayor, el desayuno fue de mala calidad. Además, la atención del staff fue lento.",hotel,negativo,1,negativo,negativo,no_mencionado,no_mencionado
"En la Cantina Altiplano, el servicio fue muy demorado. También, la relación precio-calidad es razonable dentro del mercado. Además, las habitaciones estaban impoluto. En cuanto al resto, los platillos fueron exquisita.",restaurante,neutral,4,positivo,negativo,positivo,neutral
"En el Restaurante Sabor Andino, nos atendieron de forma descortés. En cuanto al resto, el costo nos pareció muy accesible. Asimismo, la limpieza del lugar es muy limpio.",restaurante,positivo,4,no_mencionado,negativo,positivo,positivo
"En la Parrilla del Valle, las habitaciones estaban deficiente. Además, los platillos fueron aceptable.",restaurante,negativo,2,neutral,no_mencionado,negativo,no_mencionado
"En el Hotel Real Audiencia, la atención del staff fue profesional. Además, la relación precio-calidad es muy caro. En cuanto al resto, la comida es insípida.",hotel,negativo,2,negativo,positivo,no_mencionado,negativo
"En el Restaurante La Paceña, el aseo general fue por debajo de lo esperado. Por otro lado, nos atendieron de forma rápido y amable. Además, los precios son muy accesible.",restaurante,positivo,4,no_mencionado,positivo,negativo,positivo
"En el Hotel Real Audiencia, todo se veía impoluto. Por otro lado, los precios son excesivo. Asimismo, la atención del staff fue excelente. También, los platillos fueron decepcionante.",hotel,neutral,3,negativo,positivo,positivo,negativo
"En el Hotel Real Audiencia, todo se veía deficiente. En cuanto al resto, la comida estuvo muy grasosa. Por otro lado, nos atendieron de forma rápido y amable.",hotel,negativo,2,negativo,positivo,negativo,no_mencionado
"En el Restaurante Rincón Cochabambino, las habitaciones estaban aceptable. Por otro lado, la atención del staff fue profesional. En cuanto al resto, la relación precio-calidad es más alto de lo que justifica la experiencia. También, la comida estuvo de mala calidad.",restaurante,neutral,2,negativo,positivo,neutral,negativo
"En el Café Illimani, todo se veía descuidada. Además, la comida es sin nada especial. También, el servicio fue correcto. Además, el costo nos pareció justo.",restaurante,neutral,3,neutral,neutral,negativo,positivo
"En el Restaurante La Paceña, la atención del staff fue aceptable. Asimismo, la relación precio-calidad es una excelente relación precio-calidad. Por otro lado, el aseo general fue aceptable.",restaurante,positivo,4,no_mencionado,neutral,neutral,positivo
"En el Restaurante Rincón Cochabambino, las habitaciones estaban normal. En cuanto al resto, las tarifas resultaron económico para lo que ofrece.",restaurante,positivo,4,no_mencionado,no_mencionado,neutral,positivo
"En el Hotel Illimani, la relación precio-calidad es similar al de la competencia. Asimismo, el desayuno fue aceptable. Asimismo, todo se veía reluciente.",hotel,positivo,4,neutral,no_mencionado,positivo,neutral
"En el Restaurante Los Yungas, las tarifas resultaron una excelente relación precio-calidad. También, la atención del staff fue deficiente. Por otro lado, todo se veía deficiente. También, los platillos fueron aceptable.",restaurante,neutral,2,neutral,negativo,negativo,positivo
"En el Hotel Andino, todo se veía adecuada. También, la comida es sin nada especial.",hotel,neutral,3,neutral,no_mencionado,neutral,no_mencionado
"En la Cantina Altiplano, la atención del staff fue descortés. En cuanto al resto, los precios son sobrevalorado. También, la comida es muy sabrosa.",restaurante,negativo,2,positivo,negativo,no_mencionado,negativo
"En la Cantina Altiplano, la relación precio-calidad es no vale lo que cuesta. Por otro lado, el desayuno fue fría cuando debía estar caliente. Por otro lado, la limpieza del lugar es sucia. También, nos atendieron de forma deficiente.",restaurante,negativo,1,negativo,negativo,negativo,negativo
"En el Restaurante Sabor Andino, el servicio fue muy atento. Por otro lado, todo se veía reluciente. Asimismo, el desayuno fue insípida. Asimismo, las tarifas resultaron similar al de la competencia.",restaurante,neutral,4,negativo,positivo,positivo,neutral
"En el Restaurante Rincón Cochabambino, la comida estuvo muy grasosa. Asimismo, el aseo general fue muy limpio. Además, los precios son razonable dentro del mercado.",restaurante,neutral,3,negativo,no_mencionado,positivo,neutral
"En el Hostal Sol Naciente, todo se veía aceptable. Por otro lado, el servicio fue descortés. En cuanto al resto, las tarifas resultaron no vale lo que cuesta.",hotel,negativo,2,no_mencionado,negativo,neutral,negativo
"En el Hotel Real Audiencia, la comida estuvo excelente. Asimismo, el aseo general fue impecable. Además, la atención del staff fue estándar. Asimismo, el costo nos pareció económico para lo que ofrece.",hotel,positivo,4,positivo,neutral,positivo,positivo
"En el Hotel Andino, los precios son muy accesible. En cuanto al resto, el aseo general fue aceptable. También, los platillos fueron aceptable. Asimismo, la atención del staff fue aceptable.",hotel,neutral,4,neutral,neutral,neutral,positivo
"En el Hostal Kantuta, los platillos fueron aceptable. Además, la relación precio-calidad es razonable dentro del mercado. También, la limpieza del lugar es normal. Además, la atención del staff fue muy cordial.",hotel,neutral,4,neutral,positivo,neutral,neutral
"En el Hotel Mirador del Valle, los precios son una excelente relación precio-calidad. Por otro lado, las habitaciones estaban aceptable. Por otro lado, el personal fue estándar. Además, los platillos fueron de primera calidad.",hotel,positivo,4,positivo,neutral,neutral,positivo
"En el Hostal Kantuta, la comida estuvo normal. También, los precios son excesivo. Además, la limpieza del lugar es por debajo de lo esperado.",hotel,negativo,2,neutral,no_mencionado,negativo,negativo
"En el Restaurante Rincón Cochabambino, la atención del staff fue rápido y amable. También, los precios son sobrevalorado.",restaurante,neutral,3,no_mencionado,positivo,no_mencionado,negativo
"En el Café Illimani, el desayuno fue correcta. También, nos atendieron de forma indiferente. Por otro lado, los precios son excesivo. También, el aseo general fue reluciente.",restaurante,neutral,2,neutral,negativo,positivo,negativo
"En el Restaurante Fogón Criollo, la atención del staff fue excelente. Además, todo se veía muy limpio.",restaurante,positivo,5,no_mencionado,positivo,positivo,no_mencionado
"En el Restaurante La Paceña, el servicio fue muy demorado. También, el desayuno fue muy grasosa.",restaurante,negativo,1,negativo,negativo,no_mencionado,no_mencionado
"En el Restaurante Sabor Andino, el desayuno fue muy sabrosa. Asimismo, las tarifas resultaron justo. En cuanto al resto, el aseo general fue cuidada hasta el último detalle. En cuanto al resto, el personal fue excelente.",restaurante,positivo,5,positivo,positivo,positivo,positivo
"En el Hostal Kantuta, la relación precio-calidad es promedio. También, todo se veía muy limpio.",hotel,positivo,4,no_mencionado,no_mencionado,positivo,neutral
"En el Hotel Mirador del Valle, el costo nos pareció muy accesible. Asimismo, el aseo general fue con mal olor. Además, el personal fue atento en todo momento.",hotel,positivo,4,no_mencionado,positivo,negativo,positivo
"En el Restaurante La Paceña, el personal fue pésimo. Además, los platillos fueron muy grasosa. Además, la limpieza del lugar es normal. Por otro lado, los precios son sobrevalorado.",restaurante,negativo,2,negativo,negativo,neutral,negativo
